EVTTITLE20003;The Conversion of [converting_king.PrimaryTitle.GetName];;;;;;;;;;;[sponsoring_king.GetMassBaptismEventTitle];;x
EVTDESCHFC20346;This morning a curious visitor came to my court: he is a wandering knight who traveled to [Root.Capital.GetName] after hearing news of my upcoming coronation. He has proclaimed that he wishes to pledge his loyalty to me and protect me from any who would attempt to harm me. He is ready and eager to join the ranks of my bodyguards and shield my life with his.;;;;;;;;;;;Ñåãîäíÿ óòðîì ê ìîåìó äâîðó ïðèáûë ëþáîïûòíûé ïîñåòèòåëü: ñòðàíñòâóþùèé ðûöàðü, êîòîðûé ïóòåøåñòâóÿ ÷åðåç [Root.Capital.County.GetAdjective]ñêèå çåìëè, óñëûøàë î ìîåé ïðåäñòîÿùåé êîðîíàöèè. Îí ñêàçàë, ÷òî õî÷åò ïðèíåñòè ìíå êëÿòâó âåðíîñòè è ãîòîâ ñëóæèòü â ðÿäàõ ìîèõ òåëîõðàíèòåëåé, ÷òîáû çàùèùàòü ìåíÿ îò âñåõ, êòî ïîïûòàåòñÿ ïðè÷èíèòü ìíå âðåä, äàæå öåíîé ñâîåé æèçíè.;;x
EVTDESCHFC20358;As if sending a Cardinal in [coronation_priest.GetHerHis] place was not enough of a slight from the Holy Father, the Papal envoy himself has proven to be a most insufferable man, constantly complaining about the lack of care he is receiving and recanting all the many dangers I am exposing him to by having this coronation held in the middle of a war.;;;;;;;;;;;Êàê áóäòî îòïðàâêà êàðäèíàëà áûëà íåäîñòàòî÷íûì îñêîðáëåíèåì ñî ñòîðîíû Ñâÿòîãî Îòöà, ñàì ïàïñêèé ïîñîë îêàçàëñÿ âåñüìà íåâûíîñèìûì ÷åëîâåêîì, ïîñòîÿííî æàëóþùèìñÿ íà íåäîñòàòîê çàáîòû î í¸ì è íà ìíîãî÷èñëåííûå îïàñíîñòè, êîòîðûì ÿ ïîäâåðãàþ åãî, óñòðàèâàÿ ýòó êîðîíàöèþ â ðàçãàð âîéíû.;;x
EVTDESCHFC20366;I kneel before [coronation_priest.GetTitledFirstName] with all my reverently silent vassals surrounding us. The Pope gives me an encouraging smile as [coronation_priest.GetSheHe] blesses me and places the Imperial Crown upon my head. I feel my face turn red. He then proclaims me [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of God.;;;;;;;;;;;ß ïðåêëîíèë[Root.GetEndA] êîëåíî, îêðóæ¸íí[Root.GetAyaYy] ñâîèìè âàññàëàìè, áåçìîëâíî íàáëþäàâøèìè çà ïðîèñõîäÿùèì. Ïàïà óëûáíó[coronation_priest.GetLasLsya] è áëàãîñëîâèë[coronation_priest.GetEndA] ìåíÿ, à çàòåì âîçëîæèë[coronation_priest.GetEndA] èìïåðñêóþ êîðîíó íà ìîþ ãîëîâó, ÿ ïîêðàñíåë[Root.GetEndA]. [coronation_priest.GetSheHeCap] ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü ìèëîñòüþ [Root.GetReligionHighGodGEN] ÿ [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
EVTDESCHFC20367;[coronation_ruler.GetTitledFirstName] kneels before [coronation_priest.GetTitledFirstName] as [coronation_ruler.GetHerHis] host of vassals surrounds them in complete silence. The Pope gives the child an encouraging smile as [coronation_priest.GetSheHe] blesses [coronation_ruler.GetHerHim] and places the Imperial Crown upon [coronation_ruler.GetHerHis] head, proclaiming [coronation_ruler.GetHerHim] [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of [Root.Religion.GetHighGodName].;;;;;;;;;;;[coronation_ruler.GetTitledFirstName] ïðåêëîíèë[coronation_ruler.GetEndA] êîëåíî ïåðåä Ïàïîé â îêðóæåíèè âûáîðùèêîâ è âàññàëîâ, áåçìîëâíî íàáëþäàâøèõ çà ïðîèñõîäÿùèì. Ïàïà óëûáíó[coronation_priest.GetLasLsya] è áëàãîñëîâèë[coronation_priest.GetEndA] [coronation_ruler.GetAgedPersonACC], à çàòåì îïóñòèë[coronation_priest.GetEndA] èìïåðñêóþ êîðîíó íà [coronation_ruler.GetHersHis] ãîëîâó è ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü [coronation_ruler.GetSheHe] ìèëîñòüþ [coronation_ruler.GetReligionHighGodGEN] [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
EVTDESCHFC20369;With the ceremony finally concluded, [From.GetTitledFirstName] bid me farewell and dismissed me from [From.GetHerHis] private tent, alongside all [From.GetHerHis] other guests.;;;;;;;;;;;Êîãäà öåðåìîíèÿ íàêîíåö-òî çàâåðøèëàñü, [From.GetTitledFirstName] ïîïðîùà[From.GetLasLsya] ñî ìíîé è âûïóñòèë[From.GetEndA] ìåíÿ èç ñâîåãî ëè÷íîãî øàòðà âìåñòå ñ äðóãèìè ãîñòÿìè.;;x
EVTDESCHFC20370;With the ceremony finally concluded, [From.GetTitledFirstName] bid me farewell and dismissed me from [From.GetHerHis] encampment, alongside all [From.GetHerHis] other guests. I still cannot believe that the coronation was not abruptly interrupted by an enemy raid... [From.Religion.GetHighGodNameCap] must really be protecting [From.GetTitledFirstName].;;;;;;;;;;;Êîãäà öåðåìîíèÿ íàêîíåö-òî çàâåðøèëàñü, [From.GetTitledFirstName] ïîïðîùà[From.GetLasLsya] ñî ìíîé è âûïóñòèë[From.GetEndA] ìåíÿ èç ñâîåãî ëàãåðÿ âìåñòå ñ äðóãèìè ãîñòÿìè. ß äî ñèõ ïîð íå ìîãó ïîâåðèòü, ÷òî êîðîíàöèÿ íå áûëà âíåçàïíî ïðåðâàíà âðàæåñêèì íàáåãîì... Íåóæåëè, [From.Religion.GetHighGodNameCap] äåéñòâèòåëüíî çàùèùàåò [From.GetHersHis]?;;x
EVTDESCHFC20371;I have received the most damning rumors about [coronation_ruler.GetTitledFirstName]'s Coronation Ceremony. According to most reports, the [coronation_ruler.GetTitle] to be threw [coronation_priest.GetTitledFirstName] out of [coronation_ruler.GetHerHis] palace's balcony, proclaimed [coronation_ruler.GetHerHim]self to be [coronation_ruler.GetTitle] by [coronation_ruler.GetHerHis] own will, and proceeded to reveal [coronation_ruler.GetHerHim]self as the Antichrist.;;;;;;;;;;;Äî ìåíÿ äîøëè óæàñíûå ñëóõè î òîì, âî ÷òî [coronation_ruler.GetTitledFirstName] ïðåâðàòèë[coronation_ruler.GetEndA] öåðåìîíèþ ñâîåé êîðîíàöèè. Ïî ñëóõàì, ê í[coronation_ruler.GetHerHim] ïîäîø[coronation_priest.GetLaYol] [coronation_priest.GetTitledFirstName] ñ êîðîíîé â ðóêàõ, à [coronation_ruler.GetSheHe] âûêèíóë[coronation_ruler.GetEndA] [coronation_priest.GetHersHis] ñ áàëêîíà ñâîåãî äâîðöà è âî âñåóñëûøàíèå ïðîâîçãëàñèë[coronation_ruler.GetEndA], ÷òî òåïåðü [coronation_ruler.GetSheHe] ñâîåé ñîáñòâåííîé ìèëîñòüþ [coronation_ruler.GetTitle], ïðîÿâèâ ñåáÿ ïîäëèííûì Àíòèõðèñòîì.;;x
EVTDESCHFC20410;[FromFrom.GetTitledFirstName] slowly kneels down with the help of one of [FromFrom.GetHerHis] servants. The old man recites [FromFrom.GetHerHis] oath of vassalage with a faint voice, stopping a few times to remember some of the words.;;;;;;;;;;;[FromFrom.GetTitledFirstName] ìåäëåííî ïðåêëîíèë[FromFrom.GetEndA] êîëåíî, ïîêà [FromFrom.GetHersHis] ñëóãè, ñòîÿùèå ðÿäîì, âíèìàòåëüíî ñëåäèëè, íå ïîíàäîáèòñÿ ëè [FromFrom.GetHerHim] ïîìîùü. Ïîæèë[FromFrom.GetAyaOy] [FromFrom.GetAgedPersonM] ïðîáîðìîòàë[FromFrom.GetEndA] ñëîâà âàññàëüíîé êëÿòâû, äåëàÿ ïàóçû, ÷òîáû íè÷åãî íå ïåðåïóòàòü.;;x
EVTDESCHFC20411;I kneel down to the old [From.GetTitle], peeking every once in a while to make sure that [From.GetSheHe] has not passed out in the middle of my oath. I never realized my liege was such an old [From.GetManWoman]...[Root.GetHomageReaction];;;;;;;;;;;"ß ïðåêëîíèë[Root.GetEndA] êîëåíî ïåðåä [From.GetLordLadyINS] è íà÷àë[Root.GetEndA] ïðîèçíîñèòü ñëîâà êëÿòâû, òî è äåëî ïîãëÿäûâàÿ, ÷òîáû óáåäèòüñÿ, ÷òî [From.GetSheHe] íå çàñíóë[From.GetEndA] è ñëóøàåò ìåíÿ. ""Êàê[From.GetAyaOy] æå [From.GetSheHe] ñòàð[From.GetAyaYy]"", — ïîäóìàë[Root.GetEndA] ÿ. Çäåñü ýòî îñîáåííî çàìåòíî[Root.GetHomageReaction]";;x
EVTDESCHFD20224;I have successfully wrestled Papal lands from infidel control and delivered them back under the blessed authority of the Holy See. His Holiness was so relieved by my victory that he has not only decided to keep his promise to crown me, but also has entrusted me with the safekeeping of one of the most sacred relics of the Church.;;;;;;;;;;;ß óñïåøíî âûðâàë[Root.GetEndA] Ïàïñêèå çåìëè èç ëàï èíîâåðöåâ è âåðíóë[Root.GetEndA] èõ Ñâÿòîìó Ïðåñòîëó. [Root.RelHead.GetHersHisCap] Ñâÿòåéøåñòâî áûë[Root.RelHead.GetEndA] òàê ðàä[Root.RelHead.GetEndA] ìîåé ïîáåäå, ÷òî [Root.RelHead.GetSheHe] íå òîëüêî ðåøèë[Root.RelHead.GetEndA] ñäåðæàòü ñâî¸ îáåùàíèå êîðîíîâàòü ìåíÿ, íî è äîâåðèë[Root.RelHead.GetEndA] ìíå õðàíåíèå îäíîé èç ñàìûõ ñâÿùåííûõ ðåëèêâèé Öåðêâè.;;x
EVTDESCHFD20305;The time of my coronation draws near: only a few more days before I am crowned [Root.GetTitle] before God and all my subjects. It will be a long wait and I can only hope that the day will not fall in the middle of a major battle...;;;;;;;;;;;Âðåìÿ ìîåé êîðîíàöèè ïðèáëèæàåòñÿ. Îñòàëîñü âñåãî íåñêîëüêî äíåé. Îæèäàíèå áóäåò äîëãèì, è ÿ ìîãó ëèøü íàäåÿòüñÿ, ÷òî ýòîò äåíü íå ïðèä¸òñÿ íà ðàçãàð êðóïíîãî ñðàæåíèÿ.;;x
EVTDESCHFD20366;I kneel before [coronation_priest.GetTitledFirstName] as a host of vassals surrounds us in complete silence. The Pope blesses me and places the Royal Crown upon my head, proclaiming me [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of [Root.Religion.GetHighGodName].;;;;;;;;;;;ß ïðåêëîíèë[Root.GetEndA] êîëåíî, îêðóæ¸íí[Root.GetAyaYy] ñâîèìè âàññàëàìè, áåçìîëâíî íàáëþäàâøèìè çà ïðîèñõîäÿùèì. Ïàïà áëàãîñëîâèë[coronation_priest.GetEndA] ìåíÿ, à çàòåì îïóñòèë[coronation_priest.GetEndA] êîðîëåâñêóþ êîðîíó íà ìîþ ãîëîâó è ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü ÿ ìèëîñòüþ [Root.GetReligionHighGodGEN] [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
EVTDESCHFD20367;[coronation_ruler.GetTitledFirstName] kneels before [coronation_priest.GetTitledFirstName] as [coronation_ruler.GetHerHis] host of vassals surrounds them in complete silence. The Pope blesses [coronation_ruler.GetHerHim] and places the Royal Crown upon [coronation_ruler.GetHerHis] head, proclaiming [coronation_ruler.GetHerHim] [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of [Root.Religion.GetHighGodName].;;;;;;;;;;;[coronation_ruler.GetTitledFirstName] ïðåêëîíèë[coronation_ruler.GetEndA] êîëåíî ïåðåä Ïàïîé â îêðóæåíèè âûáîðùèêîâ è âàññàëîâ, áåçìîëâíî íàáëþäàâøèõ çà ïðîèñõîäÿùèì. Ïàïà áëàãîñëîâèë[coronation_priest.GetEndA] [coronation_ruler.GetHersHis], à çàòåì îïóñòèë[coronation_priest.GetEndA] êîðîëåâñêóþ êîðîíó íà [coronation_ruler.GetHersHis] ãîëîâó è ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü [coronation_ruler.GetSheHe] ìèëîñòüþ [coronation_ruler.GetReligionHighGodGEN] [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
EVTDESCHFD20410;[FromFrom.GetTitledFirstName] gives me a charming smile as [FromFrom.GetSheHe] bows down to give me [FromFrom.GetHerHis] oath of vassalage. I am so distracted by [FromFrom.GetHerHis] chiseled features, that it takes me some time to realize that it is already my turn to speak.;;;;;;;;;;;[FromFrom.GetTitledFirstName] óëûáíó[FromFrom.GetLasLsya] ìíå, à çàòåì ïðåêëîíèë[FromFrom.GetEndA] êîëåíî è ïðîèçíåñ[FromFrom.GetEndA] êëÿòâó âåðíîñòè. Äîëæ[Root.GetNaEn] ïðèçíàòü, ýòî ïðîèçâåëî íà ìåíÿ âïå÷àòëåíèå, è ÿ íà êàêîå-òî âðåìÿ çàáûë[Root.GetEndA], ÷òî óæå ìîÿ î÷åðåäü ãîâîðèòü.;;x
EVTDESCHFD20411;I can barely take my eyes off [From.GetTitledFirstName] as I recite my oath of vassalage. I did not imagine my liege could be such a charming man...[Root.GetHomageReaction];;;;;;;;;;;Ïðåêëîíèâ êîëåíî è ïðîèçíîñÿ ñëîâà âàññàëüíîé êëÿòâû, ÿ åäâà ìîã[Root.GetNoneE] îòîðâàòü âçãëÿä îò ìîå[From.GetYGo] [From.GetLordLadyGEN]. ß è íå ïðåäñòàâëÿë[Root.GetEndA], ÷òî [From.GetSheHe] òàê[From.GetAyaOy] êðàñèâ[From.GetAyaYy] [From.GetAgedPersonM][Root.GetHomageReaction];;x
EVTDESCHFDD20410;[FromFrom.GetTitledFirstName] gives me a charming smile as [FromFrom.GetSheHe] bows down to give me [FromFrom.GetHerHis] oath of vassalage, giving me a good view on [FromFrom.GetHerHis] cleavage. I am so distracted by [FromFrom.GetHerHis] alluring features, that it takes me some time to realize that it is already my turn to speak.;;;;;;;;;;;[FromFrom.GetTitledFirstName] óëûáíó[FromFrom.GetLasLsya] ìíå è èçÿùíî ïðåêëîíèë[FromFrom.GetEndA] êîëåíî, ÷òîáû ïðîèçíåñòè êëÿòâó âåðíîñòè. Äîëæ[Root.GetNaEn] ïðèçíàòü, ýòî âûãëÿäåëî î÷àðîâàòåëüíî, è ÿ íà êàêîå-òî âðåìÿ çàáûë[Root.GetEndA], ÷òî óæå ìîÿ î÷åðåäü ãîâîðèòü.;;x
EVTDESCHFDD20411;I can barely take my eyes off [From.GetTitledFirstName] as I recite my oath of vassalage. I did not imagine my liege could be such a beautiful woman...[Root.GetHomageReaction];;;;;;;;;;;Ïðåêëîíèâ êîëåíî è ïðîèçíîñÿ ñëîâà âàññàëüíîé êëÿòâû, ÿ åäâà ìîã[Root.GetNoneE] îòîðâàòü âçãëÿä îò ìîå[From.GetYGo] [From.GetLordLadyGEN]. ß è íå ïðåäñòàâëÿë[Root.GetEndA], ÷òî [From.GetSheHe] òàê[From.GetAyaOy] êðàñèâ[From.GetAyaYy] [From.GetAgedPersonM][Root.GetHomageReaction];;x
EVTDESCHFE20366;I kneel before [coronation_priest.GetTitledFirstName] with all my reverently silent vassals surrounding us. The Pope gives me an encouraging smile as [coronation_priest.GetSheHe] blesses me and places the Royal Crown upon my head as I feel my face turn red. He then proclaims me [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of God.;;;;;;;;;;;ß ïðåêëîíèë[Root.GetEndA] êîëåíî, îêðóæ¸íí[Root.GetAyaYy] ñâîèìè âàññàëàìè, áåçìîëâíî íàáëþäàâøèìè çà ïðîèñõîäÿùèì. Ïàïà óëûáíó[coronation_priest.GetLasLsya] è áëàãîñëîâèë[coronation_priest.GetEndA] ìåíÿ, à çàòåì âîçëîæèë[coronation_priest.GetEndA] êîðîëåâñêóþ êîðîíó íà ìîþ ãîëîâó, ÿ ïîêðàñíåë[Root.GetEndA]. [coronation_priest.GetSheHeCap] ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü ìèëîñòüþ [Root.GetReligionHighGodGEN] ÿ [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
EVTDESCHFE20367;[coronation_ruler.GetTitledFirstName] kneels before [coronation_priest.GetTitledFirstName] as [coronation_ruler.GetHerHis] host of vassals surrounds them in complete silence. The Pope gives the child an encouraging smile as [coronation_priest.GetSheHe] blesses [coronation_ruler.GetHerHim] and places the Royal Crown upon [coronation_ruler.GetHerHis] head, proclaiming [coronation_ruler.GetHerHim] [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of [Root.Religion.GetHighGodName].;;;;;;;;;;;[coronation_ruler.GetTitledFirstName] ïðåêëîíèë[coronation_ruler.GetEndA] êîëåíî ïåðåä Ïàïîé â îêðóæåíèè âûáîðùèêîâ è âàññàëîâ, áåçìîëâíî íàáëþäàâøèõ çà ïðîèñõîäÿùèì. Ïàïà óëûáíó[coronation_priest.GetLasLsya] è áëàãîñëîâèë[coronation_priest.GetEndA] [coronation_ruler.GetAgedPersonACC], à çàòåì îïóñòèë[coronation_priest.GetEndA] êîðîëåâñêóþ êîðîíó íà [coronation_ruler.GetHersHis] ãîëîâó è ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü [coronation_ruler.GetSheHe] ìèëîñòüþ [coronation_ruler.GetReligionHighGodGEN] [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
EVTDESCHFF20366;I kneel before [coronation_priest.GetTitledFirstName] as a host of vassals surrounds us in complete silence. The [coronation_priest.GetTitle] blesses me and places the crown upon my head, proclaiming me [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of [Root.Religion.GetHighGodName].;;;;;;;;;;;ß ïðåêëîíèë[Root.GetEndA] êîëåíî, îêðóæ¸íí[Root.GetAyaYy] ñâîèìè âàññàëàìè, áåçìîëâíî íàáëþäàâøèìè çà ïðîèñõîäÿùèì. [coronation_priest.GetTitledFirstName] áëàãîñëîâèë[coronation_priest.GetEndA] ìåíÿ, à çàòåì îïóñòèë[coronation_priest.GetEndA] êîðîíó íà ìîþ ãîëîâó è ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü ÿ ìèëîñòüþ [Root.GetReligionHighGodGEN] [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
