# Vanilla
alcohol_gift_decision;Send Alcohol Gift;;;;;;;;;;;Ïîäàðèòü [GetAlcoholContainerType] [From.GetAlcoholGEN];;x
china_force_to_open;Force Open the [offmap_china.GetFullName];;;;;;;;;;;Îòêðûòü èìïåðèþ [offmap_china.GetShortName];;x
china_force_to_open_desc;The §Y[offmap_china.GetFullName]§! has isolated itself from the rest of the world. They have closed down trade across the Silk Road and refuse to deal with any outsiders. §Y[offmap_china.Ruler.GetMediumChineseEmperorName]§! must be forced to reopen their land, by negotiation or if necessary by force.;;;;;;;;;;;§Y[offmap_china.GetFullName]§! çàêðûëàñü îò âíåøíåãî ìèðà, ïðåêðàòèâ äèïëîìàòè÷åñêèå îòíîøåíèÿ, è òîðãîâëÿ ñ Âîñòîêîì ïðèøëà â óïàäîê. Ìû äîëæíû âûíóäèòü §Y[offmap_china.Ruler.GetShortChineseEmperorNameACC]§! îòêðûòü ãðàíèöû, è, åñëè ïîíàäîáèòñÿ, ïðèìåíèòü ñèëó.;;x
china_invade_dragon_throne;Invade the [offmap_china.GetFullName];;;;;;;;;;;Âòîðãíóòüñÿ â èìïåðèþ [offmap_china.GetShortName];;x
china_invade_dragon_throne_desc;The §Y[offmap_china.GetFullName]§! is stable and prospering, with the arrogant [offmap_china.Ruler.GetEmperorEmpress] convinced of their invincibility - you will prove them wrong!\n\nInvading China is no easy task - you will face the full might of their armies, while suffering a §R75%§! penalty to your §YLevy Reinforcement Rate§!. Winning means placing your §YDynasty§! on the Dragon Throne, and you will also receive vast spoils of war. If you lose your realm will be §Rshattered§!!;;;;;;;;;;;§Y[offmap_china.GetFullName]§! ñòàáèëüíà è ïðîöâåòàåò, à å¸ íàäìåíí[offmap_china.Ruler.GetAyaYy] ïðàâèòåëü[offmap_china.Ruler.GetEndNitsa] âîçîìíèë[offmap_china.Ruler.GetEndA] ñåáÿ áîã[offmap_china.Ruler.GetIneyOm]. Ïîðà äîêàçàòü [offmap_china.Ruler.GetHerHim], ÷òî ýòî íå òàê!\n\nÂòîðæåíèå â Êèòàé - íå òàêàÿ ïðîñòàÿ çàäà÷à, êàê ìîæåò ïîêàçàòüñÿ. Âû ñòîëêí¸òåñü ñ îãðîìíîé àðìèåé, à §Yñêîðîñòü ïîïîëíåíèÿ îïîë÷åíèÿ§! ñíèçèòñÿ íà §R75%§!. Ïîáåäà îçíà÷àåò, ÷òî Âàøà §Yäèíàñòèÿ§! çàéì¸ò Òðîí Äðàêîíà, à Âû ïîëó÷èòå ìàññó âîåííûõ òðîôååâ. Â ñëó÷àå ïîðàæåíèÿ, Âàøà ñòðàíà áóäåò §Rðàñêîëîòà§!!;;x
china_invade_dragon_throne_third_party;§YClaimant Requirements§!:;;;;;;;;;;;§YÒðåáîâàíèÿ ê ïðåòåíäåíòó§!:;;x
china_raid;Raid the [offmap_china.GetFullName];;;;;;;;;;;Íàáåã íà èìïåðèþ [offmap_china.GetShortName];;x
china_raid_desc;The §Y[Root.Offmap.GetFullName]§! is overburdened with riches - why should we vie for the Emperor's grace when we could just take whatever we want!\n\nTaking this decision will temporarily §Rdisable§! all §YPay Tribute§! and §YAsk for Boon§! interactions for as long as the raid persists, and then five years after that. While Raiding China you will lose Grace but gain loot and spoils every year, a portion of your soldiers will also be unavailable for the duration of the raid.;;;;;;;;;;;§Y[Root.Offmap.GetFullName]§! ïåðåïîëíåíà áîãàòñòâàìè. Ïî÷åìó ìû äîëæíû ïðîñèòü [Root.Offmap.Ruler.GetEmpressEmperorCapACC] î ìèëîñòè, êîãäà ìîæåì ïðîñòî âçÿòü, ÷òî õîòèì?\n\nÝòî ðåøåíèå âðåìåííî §Rçàáëîêèðóåò§! âñå âçàèìîäåéñòâèÿ òèïà §YÑäåëàòü ïîäíîøåíèå§! èëè §YÏîïðîñèòü äàðû§! äî òåõ ïîð, ïîêà íàáåãè ïðîäîëæàþòñÿ è åù¸ â ñëåäóþùèå ïÿòü ëåò ïîñëå íèõ. Âû ïîòåðÿåòå §Yìèëîñòü§! è ïîëó÷èòå äîáû÷ó, íî ÷àñòü Âàøèõ âîéñê áóäåò çàíÿòà ãðàáåæàìè.;;x
china_stop_raid;Stop Raiding the [offmap_china.GetFullName];;;;;;;;;;;Ïðåêðàòèòü íàáåãè íà èìïåðèþ [offmap_china.GetShortName];;x
china_stop_raid_desc;Raiding the §Y[Root.Offmap.GetFullName]§! is lucrative, but dangerous - we should withdraw our raiders from China.\n\nWe will no longer be considered a priority target, but neither will we be able to raid China again for 5 years.;;;;;;;;;;;Ãðàáèòü §Yèìïåðèþ [Root.Offmap.GetShortName]§! âûãîäíî, íî îïàñíî. Ìû âñåãäà ìîæåì îòîçâàòü íàøè âîéñêà èç Êèòàÿ.\n\nÌû ïåðåñòàíåì áûòü ïðèîðèòåòíîé öåëüþ, íî íå ñìîæåì ñîâåðøàòü íàáåãè íà Êèòàé â òå÷åíèå 5 ëåò.;;x
china_tributary_break_free;Free Tributary;;;;;;;;;;;Ñáðîñèòü ÿðìî äàííèêà;;x
china_tributary_break_free_desc;You can declare war against the §Y[offmap_china.GetFullName]§! to free yourself from your status as an §YImperial Tributary§!. If §Y[offmap_china.GetShortName]§! is currently suffering from an §Rinvasion§! or a §Rcivil war§! then you can free yourself via a §Ydecision§! in the intrigue screen.;;;;;;;;;;;Âû ìîæåòå îáúÿâèòü âîéíó Êèòàþ (casus belli §YÑâåðãíóòü ãåãåìîíèþ§!), ÷òîáû îñâîáîäèòü ñåáÿ îò ïîëîæåíèÿ §Yñàòåëëèòà Èìïåðèè§! (å¸ äàííèêà). Åñëè §Y[offmap_china.GetFullName]§! ñòðàäàåò îò §Râòîðæåíèÿ§! èëè §Rãðàæäàíñêîé âîéíû§!, Âû ìîæåòå îñâîáîäèòüñÿ, ïðèíÿâ ðåøåíèå §YÏåðåñòàòü ïëàòèòü äàíü§! â ìåíþ èíòðèã.;;x
chinese_administrator;Request Scholar-Bureaucrat;;;;;;;;;;;Ïðèãëàñèòü ó÷¸íîãî-áþðîêðàòà;;x
chinese_administrator_desc;Through the rigorous imperial examinations, the §Y[Root.Offmap.GetFullName]§! has created a class of educated scholar-bureaucrats. You can request to have one of them serve you as an administrator. Having a §YScholar-Bureaucrat§! employed will reduce §GBuild Cost§! and §GBuild Time§!.;;;;;;;;;;;Áëàãîäàðÿ ñòðîãèì èìïåðàòîðñêèì ýêçàìåíàì, [Root.Offmap.GetFullName] ñîçäà¸ò öåëûé êëàññ âûñîêîîáðàçîâàííûõ ó÷¸íûõ-áþðîêðàòîâ. Âû ìîæåòå ïîïðîñèòü, ÷òîáû îäèí èç íèõ ñëóæèë Âàì óïðàâëÿþùèì. §YÓ÷¸íûé-áþðîêðàò§! ñîêðàòèò §Gèçäåðæêè§! è §Gñðîêè§! ñòðîèòåëüñòâà.;;x
chinese_artifact;Request Chinese Artifact;;;;;;;;;;;Ïîïðîñèòü Àðòåôàêò;;x
chinese_artifact_desc;The craftsmen and artists of the §Y[Root.Offmap.GetFullName]§! are famed for creating masterful and beautiful art. You can request to have one of these artifacts sent to you. You will receive a random artifact ranging from quality §Y1§! to §Y3§!.;;;;;;;;;;;Ïðîèçâåäåíèÿ èñêóññòâà §Yèìïåðèè [Root.Offmap.GetShortName]§! èçâåñòíû ïî âñåìó ìèðó. Âû ìîæåòå ïîïðîñèòü ÷òî-íèáóäü èç ðàáîò å¸ âåëè÷àéøèõ ìàñòåðîâ äëÿ ïîïîëíåíèÿ ñâîåé ñîêðîâèùíèöû. Ýòî áóäåò ñëó÷àéíûé àðòåôàêò ñ êà÷åñòâîì îò §Y1§! äî §Y3§!.;;x
chinese_grace_become_tributary;Become Tributary;;;;;;;;;;;Ñòàòü ñàòåëëèòîì Èìïåðèè;;x
chinese_grace_become_tributary_desc;Pledge your allegiance to §Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§!.;;;;;;;;;;;§Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§! ñòàíåò Âàø[Root.Offmap.Ruler.GetEyIm] ïîêðîâèòåë[Root.Offmap.Ruler.GetSoftNitseyEm], åñëè Âû ïðèíåñ¸òå [Root.Offmap.Ruler.GetHerHim] êëÿòâó âåðíîñòè.;;x
chinese_grace_doctor;Request Chinese Physician;;;;;;;;;;;Ïðèãëàñèòü êèòàéñêîãî ëåêàðÿ;;x
chinese_grace_doctor_desc;The §Y[Root.Offmap.GetFullName]§! is famed for their learned citizens. You can request to have one of these scholars come to your court and serve as your personal physician. This character always has the §YPhysician§! trait.;;;;;;;;;;;§Y[Root.Offmap.GetFullName]§! èçâåñòíà îáðàçîâàííîñòüþ ñâîèõ ïîääàííûõ. Âû ìîæåòå ïîïðîñèòü îäíîãî èç êèòàéñêèõ ó÷¸íûõ ñëóæèòü Âàì ïðè äâîðå â êà÷åñòâå ïðèäâîðíîãî ëåêàðÿ. Ìîæåòå íå ñîìíåâàòüñÿ, òàêîé ÷åëîâåê âñåãäà îáëàäàåò ÷åðòîé §YÇíàìåíèòûé ëåêàðü§!.;;x
chinese_grace_offer_artifact;Send Artifact;;;;;;;;;;;Ïðåïîäíåñòè àðòåôàêò;;x
chinese_grace_offer_artifact_desc;Send an invaluable artifact to §Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§!.;;;;;;;;;;;§Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§! ïîëó÷èò îò Âàñ àðòåôàêò.;;x
chinese_grace_offer_artifact_third_party;§YArtifact Requirements§!:;;;;;;;;;;;§YÒðåáîâàíèÿ ê àðòåôàêòó§!:;;x
chinese_grace_offer_commander;Send a Commander;;;;;;;;;;;Ïîñëàòü ïîëêîâîäöà;;x
chinese_grace_offer_commander_desc;As the §Y[Root.Offmap.GetFullName]§! is in a state of turmoil, you can offer up one of your most gifted commanders to go and join the [Root.Offmap.GetShortName] Army as an auxiliary officer.;;;;;;;;;;;§Y[Root.Offmap.GetFullName]§! îõâà÷åíà áåñïîðÿäêàìè. Âû ìîæåòå ïðåäëîæèòü îäíîãî èç Âàøèõ ëó÷øèõ ïîëêîâîäöåâ äëÿ ñëóæáû â êèòàéñêîé èìïåðàòîðñêîé àðìèè â êà÷åñòâå îôèöåðà.;;x
chinese_grace_offer_commander_third_party;§YCommander Requirements§!:;;;;;;;;;;;§YÒðåáîâàíèÿ ê ïîëêîâîäöó§!:;;x
chinese_grace_offer_concubine;Send a Concubine;;;;;;;;;;;Ïîäàðèòü íàëîæíè[offmap_china.Ruler.GetTsuKaOpp];;x
chinese_grace_offer_concubine_desc;Offer up one of your courtiers, to be sent to live out their life in the §Y[Root.Offmap.GetFullName]§!, in the service of the Emperor.\n;;;;;;;;;;;Ïðåäëîæèòü îäí[offmap_china.Ruler.GetUOgoOpp] èç ñâîèõ ïðèäâîðíûõ â êà÷åñòâå íàëîæíè[offmap_china.Ruler.GetTsyKaOpp] [Root.Offmap.Ruler.GetEmpressEmperorCapGEN], §Y[Root.Offmap.GetFullName]§! ñòàíåò [offmap_china.Ruler.GetHersHisOpp] íîâûì äîìîì.\n;;x
chinese_grace_offer_concubine_third_party;§YConcubine Requirements§!:;;;;;;;;;;;§YÒðåáîâàíèÿ ê íàëîæíè[offmap_china.Ruler.GetTseKuOpp]§!:;;x
chinese_grace_offer_eunuch;Send a Eunuch;;;;;;;;;;;Ïîñëàòü åâíóõà;;x
chinese_grace_offer_eunuch_desc;Offer up one of your courtiers, to be sent to live out their life in the §Y[Root.Offmap.GetFullName]§!, in the service of the Emperor.\n;;;;;;;;;;;Ïðåäëîæèòü îäíîãî èç ñâîèõ ïðèäâîðíûõ â êà÷åñòâå åâíóõà íà ñëóæáå [Root.Offmap.Ruler.GetEmpressEmperorCapGEN], §Y[Root.Offmap.GetFullName]§! ñòàíåò åãî íîâûì äîìîì.\n;;x
chinese_grace_offer_eunuch_third_party;§YEunuch Requirements§!:;;;;;;;;;;;§YÒðåáîâàíèÿ ê åâíóõó§!:;;x
chinese_grace_offer_physician;Send a Physician;;;;;;;;;;;Îòïðàâèòü ëåêàðÿ;;x
chinese_grace_offer_physician_desc;As the §Y[Root.Offmap.GetFullName]§! is being ravaged by a devastating plague, you can offer to send a medically-schooled individual to go and protect the Emperor from disease and infection. This interaction can only be taken once per character.;;;;;;;;;;;§Y[Root.Offmap.GetFullName]§! ñòðàäàåò îò óæàñíîé ÷óìû, è Âû ìîæåòå îòïðàâèòü ñâîåãî ëåêàðÿ, ÷òîáû ïîìî÷ü [Root.Offmap.Ruler.GetEmpressEmperorCapDAT]. Ýòî ìîæíî ñäåëàòü òîëüêî ðàç â æèçíè.;;x
chinese_grace_offer_physician_third_party;§YPhysician Requirements§!:;;;;;;;;;;;§YÒðåáîâàíèÿ ê ëåêàðþ§!:;;x
chinese_grace_peace_deal;Request a Peace Deal;;;;;;;;;;;Ïîïðîñèòü î ìèðíîì ñîãëàøåíèè;;x
chinese_grace_peace_deal_desc;Send a request to §Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§!, asking for peaceful relations with the §Y[Root.Offmap.GetFullName]§! and its §Y[Root.Offmap.Governor.GetTitle]§!. Having a §YPeace Deal§! ensures that the §Y[Root.Offmap.GetFullName]§! does not target your realm should they go on the warpath.;;;;;;;;;;;Ïóñòü §Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§! ðàññìîòðèò Âàøó ïðîñüáó î §Yìèðíîì ñîãëàøåíèè§!, ïî êîòîðîìó §Y[Root.Offmap.GetFullName]§! è §Y[Root.Offmap.GovernorTitle.GetName]§! íå áóäóò îáúÿâëÿòü Âàì âîéíó.;;x
chinese_grace_send_gift;Send Gift;;;;;;;;;;;Ïîñëàòü ïîäàðîê;;x
chinese_grace_send_gift_desc;Send a gift of coin to §Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§!.;;;;;;;;;;;§Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§! ïîëó÷èò äåíåæíûé äàð.;;x
chinese_grace_send_relief;Launch a Relief Expedition;;;;;;;;;;;Ïîñëàòü ïðèïàñû;;x
chinese_grace_send_relief_desc;As the §Y[Root.Offmap.GetFullName]§! is suffering from a great famine, you can offer to send a relief expedition to deliver supplies and help the Emperor in maintaining the stability of China.\n;;;;;;;;;;;§Y[Root.Offmap.GetFullName]§! ñòðàäàåò îò óæàñíîãî ãîëîäà. Âû ìîæåòå îòïðàâèòü ýêñïåäèöèþ, ÷òîáû äîñòàâèòü îáîçû ñ ïðîäîâîëüñòâèåì [Root.Offmap.Ruler.GetEmpressEmperorDAT] äëÿ ïîääåðæàíèÿ ñòàáèëüíîñòè Êèòàÿ.\n;;x
chinese_grace_stop_supply_horses;Stop Supplying Horses;;;;;;;;;;;Ïðåêðàòèòü ïîñòàâëÿòü ëîøàäåé;;x
chinese_grace_stop_supply_horses_desc;If you no longer require the §Y[Root.Offmap.GetFullName]§!'s grace, you can choose to stop supplying horses to them. You will be unable to start supplying horses again with this character.;;;;;;;;;;;Åñëè Âû áîëüøå íå íóæäàåòåñü â §Yìèëîñòè§! ïðàâÿùåé äèíàñòèè §Yèìïåðèè [Root.Offmap.GetShortName]§!, Âû ìîæåòå ïðåêðàòèòü ïîñòàâëÿòü åé ñâîèõ ëîøàäåé. Ïîñûëàòü èõ ñíîâà ñìîæåò òîëüêî Âàø ïðååìíèê.;;x
chinese_grace_supply_horses;Supply Horses;;;;;;;;;;;Ñíàáæàòü ëîøàäüìè;;x
chinese_grace_supply_horses_desc;Nomadic realms can please the §Y[Root.Offmap.GetFullName]§! by sending them a continuous supply of horses. For as long as you supply horses, you will gain a ticking amount of §GGrace§! in exchange for a small penalty to your §YManpower§!. You can at any point stop supplying horses, but if you do you will not be able to start supplying them again with the same character. While you are supplying horses China is less likely to invade you.;;;;;;;;;;;Âîæäè êî÷åâûõ ïëåì¸í ìîãóò ïîðàäîâàòü §Yèìïåðèþ [Root.Offmap.GetShortName]§!, îáåñïå÷èâ å¸ ðåãóëÿðíûìè ïîñòàâêàìè ëîøàäåé. Äî òåõ ïîð, ïîêà Âû ïðîäîëæàåòå ïîñûëàòü ëîøàäåé, Âû ðåãóëÿðíî óâåëè÷èâàåòå §Gìèëîñòü§! ïðàâÿùåé äèíàñòèè ïî îòíîøåíèþ ê ñåáå, íî ïðè ýòîì òåðÿåòå §Yëþäñêèå ðåñóðñû§!. Âû ìîæåòå â ëþáîé ìîìåíò ïðåêðàòèòü ïîñòàâêè, íî â ýòîì ñëó÷àå, Âû óæå íå ñìîæåòå íèêîãäà â æèçíè âîçîáíîâèòü èõ. Ïîêà Âû äà¸òå Êèòàþ ëîøàäåé, îí, ñêîðåå âñåãî, íå ñòàíåò íàïàäàòü íà Âàñ.;;x
chinese_imperial_marriage;Request Imperial Marriage;;;;;;;;;;;Ïðîñèòü îá èìïåðàòîðñêîì áðàêå;;x
chinese_imperial_marriage_desc;The ones truly favored by §Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§! can, on behalf of themselves or a close relative, request to marry a relative of the Emperor's. Performing an §YImperial Marriage§! will grant you §G500§! §YPrestige§! as well as give you a §GPeace Treaty§! with China. The spouse of an Imperial Princess or Prince will be able to raise a regiment of §GHonor Guards§! when at war.;;;;;;;;;;;Áóäó÷è â ìèëîñòè ó §Y[Root.Offmap.Ruler.GetShortChineseEmperorNameGEN]§! ìîæíî ïîïðîñèòü î áðàêå ñ [Root.Offmap.Ruler.GetHersHis] ðîäñòâåííèêîì äëÿ ñåáÿ èëè ñâîåãî ðîäñòâåííèêà. §YÈìïåðàòîðñêèé áðàê§! äàñò Âàì §G500§! î÷êîâ §Yïðåñòèæà§! è §Gìèðíûé äîãîâîð§! ñ Êèòàåì. Ìóæ ïðèíöåññû èëè æåíà ïðèíöà ñìîãóò ïðèçûâàòü âîéñêà §Gèìïåðàòîðñêîé ãâàðäèè§! âî âðåìÿ âîéí.;;x
chinese_imperial_marriage_third_party;§YSpouse Requirements§!:;;;;;;;;;;;§YÒðåáîâàíèÿ ê ñóïðóãó/ñóïðóãå§!:;;x
chinese_kow_tow_pilgrimage;Kowtow Before the [offmap_china.Ruler.GetEmperorEmpress];;;;;;;;;;;Ñîâåðøèòü êîóòîó;;x
chinese_kow_tow_pilgrimage_desc;Journey to the inner lands of the §Y[offmap_china.GetFullName]§! and bow before the [offmap_china.Ruler.GetEmperorEmpress] in an act of servitude. Performing a Kowtow will earn you §GGrace§! with the §Y[offmap_china.GetFullName]§!, but it will cost you §RPrestige§! to do so.;;;;;;;;;;;Âû ìîæåòå ñîâåðøèòü ïóòåøåñòâèå â §Yèìïåðèþ [offmap_china.GetShortName]§! è ïðåäñòàòü ïåðåä [offmap_china.Ruler.GetEmpressEmperorCapINS], ÷òîáû ïîêëîíèòüñÿ [offmap_china.Ruler.GetHerHim]. Êîóòîó ïîçâîëèò Âàì ïîëó÷èòü áîëüøå §Gìèëîñòè§! ïðàâÿùåé äèíàñòèè §Yèìïåðèè [offmap_china.GetShortName]§!, íî Âû ïîòåðÿåòå §Rïðåñòèæ§!.;;x
