ABANDON_AMBITION_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§! ended [Recipient.GetPossPronoun] plot to [Recipient.GetPlot].;;;;;;;;;;;§Y[Recipient.GetBestName]§W ïðåêðàòèë[Recipient.GetEndA] ñâîé çàãîâîð: §Y[Recipient.GetPlot]§W.;;x
INTERACTION_NO_HOSTILE_ACTIONS_VS_DIPLO_IMMUNE;§Y[Recipient.GetTitledFirstName]§! is currently immune to hostile actions;;;;;;;;;;;§Y[Recipient.GetTitledFirstName]§! îáëàäàåò èììóíèòåòîì ê âðàæäåáíûì äåéñòâèÿì;;x
INTERACTION_NO_HOSTILE_ACTIONS_VS_REGENT;Cannot take hostile actions against your Regent;;;;;;;;;;;Íåëüçÿ ïðè÷èíèòü âðåä ñâîåìó ðåãåíòó!;;x
INTERACTION_NO_INVASION_OF_LANDLESS;Cannot invade mercenary, holy order or religious head titles;;;;;;;;;;;Íåâîçìîæíî çàõâàòèòü òèòóëû íà¸ìíèêîâ, Ðûöàðñêèõ îðäåíîâ èëè ãëàâ öåðêâåé;;x
INTERACTION_NO_OUTSIDER_OCCUPATION;None of §Y$REVOLTER$'s§! holdings are occupied by §Y$OUTSIDER$§!.;;;;;;;;;;;Íè îäíà èç òåððèòîðèé âîññòàâøåãî(§Y$REVOLTER$§!) íå çàíÿòà äðóãèì(§Y$OUTSIDER$§!).;;x
INTERACTION_NO_WAR_ON_RAISED_MERCS;Cannot declare war on them while employing their troops;;;;;;;;;;;Íåëüçÿ îáúÿâèòü âîéíó âîéñêàì, êîòîðûå Âû íàíÿëè;;x
INTERACTION_NO_WAR_ON_SPOUSE;Cannot declare war on your spouse;;;;;;;;;;;Ñóïðóãè íå ìîãóò îáúÿâëÿòü äðóã äðóãó âîéíó;;x
INTERACTION_NOT_ALREADY_ENEMIES;Is not an enemy;;;;;;;;;;;Íå ÿâëÿåòñÿ âðàãîì;;x
INTERACTION_NOT_AT_MAX_CLAN_SIZE;Has not reached the Maximum Clan Size;;;;;;;;;;;Ìàêñèìóì ðàçìåðà êëàíà íå äîëæåí áûòü ïðåâûøåí;;x
INTERACTION_NOT_BETROTHED_TO_CLOSE_RELATIVE;No Betrothals to close relatives;;;;;;;;;;;Íåäîïóñòèìû ïîìîëâêè ñ áëèçêèìè ðîäñòâåííèêàìè;;x
INTERACTION_NOT_FIGHTING_WAR_TOGETHER;§Y[Actor.GetTitledFirstName]§! and §Y[Recipient.GetTitledFirstName]§! cannot be allies in another war;;;;;;;;;;;§Y[Actor.GetTitledFirstName]§! è §Y[Recipient.GetTitledFirstName]§! íå ìîãóò áûòü ñîþçíèêàìè â äðóãîé âîéíå;;x
INTERACTION_NOT_IN_HIDING;Target is not in hiding\n;;;;;;;;;;;Óáåäèòåñü, ÷òî öåëü ÍÅ ñêðûâàåòñÿ\n;;x
INTERACTION_NOT_IN_WAR_WITH_TARGET;Is not in a war with §Y[Recipient.GetTitledFirstName]§!;;;;;;;;;;;Óáåäèòåñü, ÷òî ÍÅ íàõîäèòåñü â ñîñòîÿíèè âîéíû ñ ïðàâèòåëåì, èçâåñòíûì êàê §Y[Recipient.GetTitledFirstName]§!;;x
INTERACTION_NOT_KINGS_FULL_PEACE;Crown Laws allow vassals to wage war;;;;;;;;;;;Óáåäèòåñü, ÷òî çàêîíû Êîðîíû ïîçâîëÿþò âàññàëàì âåñòè âîéíû;;x
INTERACTION_NOT_KINGS_PEACE;Crown Laws allow vassals to wage war on each other;;;;;;;;;;;Óáåäèòåñü, ÷òî çàêîíû Êîðîíû ïîçâîëÿþò âàññàëàì âîåâàòü äðóã ñ äðóãîì;;x
INTERACTION_NOT_NON_AGGRESSION_PACT;Is not in a non-aggression pact with §Y[Recipient.GetTitledFirstName]§!;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! ÍÅ èìååò ïàêòà î íåíàïàäåíèè ñ Âàìè;;x
INTERACTION_PREP_INV_ALREADY_TARGETTED;§Y[Recipient.GetTitledFirstName]§! is not already targeted by a Prepared Invasion;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! ÍÅ ÿâëÿåòñÿ öåëüþ Ïîäãîòîâëåííîãî Âòîðæåíèÿ;;x
INTERACTION_PREP_INV_ATT_HOLDING_LIMIT;§Y[Actor.GetTitledFirstName]§! must have no more than §Y$NUM$§! Holdings in the Realm;;;;;;;;;;;§Y[Actor.GetTitledFirstName]§! äîëæ[Actor.GetNaEn] èìåòü ÍÅ áîëåå §Y$NUM$§! âëàäåíèé â ñòðàíå;;x
INTERACTION_PREP_INV_NO_TARGET;No valid target Kingdom where §Y[Recipient.GetTitledFirstName]§! controls between §Y$MIN$§! and §Y$MAX$§! Holdings;;;;;;;;;;;Íåïðàâèëüíàÿ öåëü, §Y[Recipient.GetTitledFirstName]§! íå èìååò îò §Y$MIN$§! äî §Y$MAX$§! âëàäåíèé;;x
INTERACTION_PREP_INV_ONLY_ONCE;§Y[Actor.GetTitledFirstName]§! can only prepare one invasion in [Actor.GetPossPronoun] lifetime;;;;;;;;;;;§Y[Actor.GetTitledFirstName]§! ìîæåò ïîäãîòîâèòü òîëüêî îäíî âòîðæåíèå â òå÷åíèå ñâîåé æèçíè;;x
INTERACTION_PREP_INV_REQ_PRESTIGE;§Y[Actor.GetTitledFirstName]§! must have at least §Y$PRESTIGE$§! Prestige;;;;;;;;;;;§Y[Actor.GetTitledFirstName]§! äîëæ[Actor.GetNaEn] èìåòü ïî ìåíüøåé ìåðå §Y$PRESTIGE$§! ïðåñòèæà;;x
INTERACTION_RECIPIENT_NOT_EMBARGOING;§Y[Recipient.GetTitledFirstName]§! is not already embargoing §Y[ThirdPartyCharacter.GetTitledFirstName]§!;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! ÍÅ ïîääåðæèâàåò ýìáàðãî, öåëü êîòîðîãî - §Y[ThirdPartyCharacter.GetTitledFirstName]§!;;x
INTERACTION_RECIPIENT_NOT_NON_AGGRESSION_PACT;§Y[Recipient.GetTitledFirstName]§! is not in a non-aggression pact with §Y[ThirdPartyCharacter.GetTitledFirstName]§!;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! è §Y[ThirdPartyCharacter.GetTitledFirstName]§! ÍÅ èìåþò ïàêòà î íåíàïàäåíèè ìåæäó ñîáîé;;x
INTERACTION_RECIPIENT_NOT_TRUCE;§Y[Recipient.GetTitledFirstName]§! does not have a truce with §Y[ThirdPartyCharacter.GetTitledFirstName]§!;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! è §Y[ThirdPartyCharacter.GetTitledFirstName]§! ÍÅ çàêëþ÷èëè ïåðåìèðèå;;x
INTERACTION_RELIGION_CANNOT_DEMAND_CONVERSION;§Y[Actor.GetTitledFirstName]§! is of a religion that allows demanding religious conversion;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Actor.GetTitledFirstName]§! èñïîâåäóåò ðåëèãèþ, êîòîðàÿ ïîçâîëÿåò òðåáîâàòü å¸ ïðèíÿòèÿ îò äðóãèõ ëþäåé;;x
INTERACTION_RELIGION_MUST_MARRY_REGULARLY;$RELIGION$ characters cannot marry Matrilineally;;;;;;;;;;;Èñïîâåäóþùèå $RELIGION$[__] íå ìîãóò âñòóïàòü â ìàòðèëèíåéíûå áðàêè;;x
INTERACTION_REPUBLICS_NEED_IMPRISON_REASON;Ruler has a valid imprisonment reason;;;;;;;;;;;Ïðàâèòåëü äîëæåí èìåòü ñîîòâåòñòâóþùèé ïîâîä äëÿ àðåñòà êîãî-ëèáî;;x
INTERACTION_REPUBLICS_NEED_REVOKE_REASON;Ruler of Republic has a valid revocation reason;;;;;;;;;;;Ïðàâèòåëü ðåñïóáëèêè äîëæåí èìåòü ñîîòâåòñòâóþùèé ïîâîä äëÿ îòçûâà òèòóëà;;x
INTERACTION_REQ_REC_IS_DJ_LIEGE_OR_ADJ;§Y[Recipient.GetTitledFirstName]§! must be a neighbor or the De Jure liege of my Capital;;;;;;;;;;;§Y[Recipient.GetTitledFirstName]§! äîëæ[Recipient.GetNaEn] ñîñåäñòâîâàòü ñî ìíîé èëè áûòü äå-þðå ñþçåðåíîì ìîåé ñòîëèöû.;;x
INTERACTION_REQUIRED_NONCONTESTED_TITLE;§Y[ThirdPartyTitle.GetFullName]§! is NOT involved in an §Yongoing war§!;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[ThirdPartyTitle.GetFullName]§! ÍÅ ó÷àñòâóåò â §Yòåêóùåé âîéíå§!;;x
INTERACTION_REQUIRES_ABLE_TO_MARRY_DAUGHTER;§Y[Recipient.GetTitledFirstName]§! must be able to marry a daughter of [Actor.GetDynName];;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! èìååò âîçìîæíîñòü æåíèòüñÿ íà äî÷åðè, [Actor.GetFatherMother] êîòîðîé - [Actor.GetDynName];;x
INTERACTION_REQUIRES_ACTOR_HIGHER_TIER;§Y[Recipient.GetTitledFirstName]§! has a lower rank than §Y[Actor.GetTitledFirstName]§!;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! íèæå, ÷åì §Y[Actor.GetTitledFirstName]§!;;x
INTERACTION_REQUIRES_ACTOR_IS_INDEPENDENT;§Y[Actor.GetTitledFirstName]§! is independent;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Actor.GetTitledFirstName]§! îáëàäàåò íåçàâèñèìîñòüþ;;x
INTERACTION_REQUIRES_ACTOR_LIEGE_OF_RECIPIENT;§Y[Actor.GetTitledFirstName]§! must be [Recipient.GetDynName]'s liege;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Actor.GetTitledFirstName]§! - ñþçåðåí, à [Recipient.GetDynName] [Actor.GetHersHis] âàññàë;;x
INTERACTION_REQUIRES_ACTOR_MASTER_OF_RECIPIENT;§Y[Recipient.GetTitledFirstName]§! must be a subject of [Actor.GetDynName]'s;;;;;;;;;;;§Y[Recipient.GetTitledFirstName]§! äîëæ[Recipient.GetNaEn] ïðèíàäëåæàòü ê äèíàñòèè [Actor.GetOnlyDynastyName];;x
INTERACTION_REQUIRES_ACTOR_NOT_EXCOMMUNICATED;§Y[Actor.GetTitledFirstName]§! is not excommunicated;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Actor.GetTitledFirstName]§! íå îòëó÷åí[Actor.GetEndA] îò öåðêâè;;x
INTERACTION_REQUIRES_ACTOR_NOT_IN_PRISON;§Y[Actor.GetTitledFirstName]§! must not be imprisoned;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Actor.GetTitledFirstName]§! ÍÅ íàõîäèòñÿ â òåìíèöå;;x
INTERACTION_REQUIRES_ACTOR_RANSOM;§Y[Actor.GetTitledFirstName]§! can afford the ransom of §Y$GOLD$§! gold;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Actor.GetTitledFirstName]§! ìîæåò çàïëàòèòü âûêóï â ðàçìåðå §Y$GOLD$§W çîëîòûõ;;x
INTERACTION_REQUIRES_ALLOWED_TO_FIRE;Can fire $WHO|Y$ from the council;;;;;;;;;;;Óáåäèòåñü, ÷òî $WHO|Y$ ìîæåò ïîêèíóòü §Yñîâåò§!;;x
INTERACTION_REQUIRES_ARTIFACT;An artifact must be selected;;;;;;;;;;;Àðòåôàêò äîëæåí áûòü âûáðàí;;x
INTERACTION_REQUIRES_AT_PEACE;§Y[Recipient.GetTitledFirstName]§! is not at war with §Y[Actor.GetTitledFirstName]§!;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! è §Y[Actor.GetTitledFirstName]§! ÍÅ âîþþò;;x
INTERACTION_REQUIRES_AT_WAR;§Y[Recipient.GetTitledFirstName]§! is at war with [Actor.GetDynName];;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! è [Actor.GetDynName] âîþþò;;x
INTERACTION_REQUIRES_BOTH_ADULT;Both §Y$ACTOR_PERSON$§! and §Y$RECIPIENT_PERSON$§! are adults;;;;;;;;;;;È §Y$ACTOR_PERSON$§W, è §Y$RECIPIENT_PERSON$§W äîëæíû áûòü âçðîñëûìè;;x
INTERACTION_REQUIRES_BOTH_INDEPENDENT;§Y[Recipient.GetTitledFirstName]§! is independent;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! îáëàäàåò íåçàâèñèìîñòüþ;;x
INTERACTION_REQUIRES_BOTH_OF_AGE;Both §Y$ACTOR_PERSON$§! and §Y$RECIPIENT_PERSON$§! are at least §Y$YEARS$§! years old;;;;;;;;;;;§Y$ACTOR_PERSON$§W è §Y$RECIPIENT_PERSON$§W äîëæíû áûòü êàê ìèíèìóì §Y$YEARS$§! ëåò îò ðîäó;;x
INTERACTION_REQUIRES_CB_SELECTED;We must select a valid §YCasus Belli§! to declare war;;;;;;;;;;;Ìû äîëæíû âûáðàòü ñîîòâåòñòâóþùèé §YCasus Belli§W (ïîâîä äëÿ âîéíû), ÷òîáû îáúÿâèòü âîéíó;;x
INTERACTION_REQUIRES_CHARACTER_NOT_IN_PRISON;§Y[Recipient.GetTitledFirstName]§! must not be imprisoned;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! ÍÅ íàõîäèòñÿ â òåìíèöå;;x
INTERACTION_REQUIRES_CHARACTER_UNLANDED;§Y[Recipient.GetTitledFirstName]§! must be unlanded;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! ÍÅ âëàäååò çåìëÿìè;;x
INTERACTION_REQUIRES_CHILD_NOT_IN_PRISON;$CHILD|Y$ cannot be in prison;;;;;;;;;;;Óáåäèòåñü, ÷òî $CHILD|Y$ íå íàõîäèòñÿ â òåìíèöå;;x
INTERACTION_REQUIRES_CHILD_OF_EDU_AGE;§Y$CHILD$§! needs to be at least §Y$AGE$§! years old;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y$CHILD$§! ñòàðøå §Y$AGE$§! ëåò;;x
INTERACTION_REQUIRES_CHILD_WITH_NO_GUARDIAN;Either party must have a child of suitable age at court;;;;;;;;;;;Êàæäàÿ èç ñòîðîí äîëæíà èìåòü ðåá¸íêà ïîäõîäÿùåãî âîçðàñòà ïðè äâîðå.;;x
INTERACTION_REQUIRES_COMMANDER;§Y[Actor.GetTitledFirstName]§! must have an available commander slot that §Y[Recipient.GetTitledFirstName]§! can hold;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Actor.GetTitledFirstName]§! èìååò âàêàíòíóþ äîëæíîñòü ïîëêîâîäöà, êîòîðóþ §Y[Recipient.GetTitledFirstName]§! ñìîæåò çàíÿòü.;;x
INTERACTION_REQUIRES_COMMON_ELECTED_TITLE;Both characters need to be electors of at least one title in common;;;;;;;;;;;Îáà ïåðñîíàæà äîëæíû áûòü âûáîðùèêàìè õîòÿ áû îäíîãî òèòóëà;;x
INTERACTION_REQUIRES_COUNCIL_APPROVAL;Needs to be approved by your Regent;;;;;;;;;;;Òðåáóåòñÿ îäîáðåíèå Âàøåãî ðåãåíòà;;x
INTERACTION_REQUIRES_DAUGHTER;§Y[Recipient.GetTitledFirstName]§! is a daughter of [Actor.GetDynName];;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! - äî÷ü, [Actor.GetFatherMother] êîòîðîé - [Actor.GetDynName];;x
INTERACTION_REQUIRES_DIFFERENT_GENDER;§Y$ACTOR_PERSON$§! cannot have same gender as §Y$RECIPIENT_PERSON$§!;;;;;;;;;;;§Y$ACTOR_PERSON$§W íå ìîæåò áûòü òîãî æå ïîëà, ÷òî è §Y$RECIPIENT_PERSON$§W;;x
INTERACTION_REQUIRES_DIFFERENT_RELIGION;§Y[Recipient.GetTitledFirstName]§! believes in a different religion than §Y[Actor.GetTitledFirstName]§!;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! èñïîâåäóåò èíóþ ðåëèãèþ, íåæåëè §Y[Actor.GetTitledFirstName]§!;;x
INTERACTION_REQUIRES_FAVORS;[Recipient.GetBestName] owes [Actor.GetBestName] a favor.;;;;;;;;;;;Óáåäèòåñü, ÷òî [Recipient.GetBestName] íàõîäèòñÿ â äîëãó ïåðåä ïåðñîíàæåì, èçâåñòíûì êàê [Actor.GetBestName].;;x
INTERACTION_REQUIRES_FEWER_WIVES;§Y$CHAR$§! has fewer than §Y$NUM$§! wives;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y$CHAR$§W èìååò ìåíåå §Y$NUM$§W æ¸í;;x
INTERACTION_REQUIRES_HAS_BETROTHAL;Must be betrothed;;;;;;;;;;;Äîëæ[GetNaEn] áûòü ïîìîëâëåí[GetEndA];;x
INTERACTION_REQUIRES_HAS_DAUGHTER_THAT_CAN_MARRY;§Y[Actor.GetTitledFirstName]§! has a daughter that can marry [Recipient.GetDynName];;;;;;;;;;;§Y[Actor.GetTitledFirstName]§! äîëæ[Actor.GetNaEn] èìåòü äî÷ü, êîòîðóþ [Recipient.GetDynName] ìîæåò âçÿòü â æ¸íû;;x
INTERACTION_REQUIRES_HAS_LANDED_TITLE;§Y[Recipient.GetTitledFirstName]§! must have a landed title to claim;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! îáëàäàåò òèòóëîì, íà êîòîðûé ìîæíî ïðåòåíäîâàòü;;x
INTERACTION_REQUIRES_INV_REASON;Fewer Realm holdings than §Y[ThirdPartyCharacter.GetTitledFirstName]§! or a primary title claim;;;;;;;;;;;§Y[ThirdPartyCharacter.GetTitledFirstName]§! äîëæ[ThirdPartyCharacter.GetNaEn] èìåòü áîëåå îáøèðíîå ãîñóäàðñòâî, ëèáî ó Âàñ äîëæíà áûòü ïðåòåíçèÿ íà [ThirdPartyCharacter.GetHersHis] îñíîâíîé òèòóë.;;x
INTERACTION_REQUIRES_INVALID_CHOICE;§Y[ThirdPartyCharacter.GetTitledFirstName]§! is not a valid choice;;;;;;;;;;;§Y[ThirdPartyCharacter.GetTitledFirstName]§! ÍÅ äîñòîéí[ThirdPartyCharacter.GetAyaYy] êàíäèäàò[ThirdPartyCharacter.GetEndKa];;x
INTERACTION_REQUIRES_IS_IN_PRISON;§Y[Recipient.GetTitledFirstName]§! is imprisoned;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! íàõîäèòñÿ â òåìíèöå;;x
INTERACTION_REQUIRES_JOB_TITLE;§Y[Actor.GetTitledFirstName]§! must have a job title which §Y[Recipient.GetTitledFirstName]§! can hold;;;;;;;;;;;Óáåäèòåñü, ÷òî [Actor.GetTitledFirstName] èìååò âàêàíòíóþ äîëæíîñòü, êîòîðóþ [Recipient.GetTitledFirstName] ñìîæåò çàíÿòü;;x
INTERACTION_REQUIRES_KNOWN_PLOT;§Y[Recipient.GetTitledFirstName]§! must have a known plot;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! çíàåò î çàãîâîðå;;x
INTERACTION_REQUIRES_LANDED_TITLE;§Y[Actor.GetTitledFirstName]§! must have a landed title which §Y[Recipient.GetTitledFirstName]§! can hold;;;;;;;;;;;Óáåäèòåñü, ÷òî [Actor.GetTitledFirstName] èìååò òèòóë, êîòîðûì [Recipient.GetTitledFirstName] ñìîæåò îáëàäàòü;;x
INTERACTION_REQUIRES_LEADS_RELIGION;§Y[Recipient.GetTitledFirstName]§! is head of the [Recipient.Religion.GetName] faith;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! - äóõîâíûé ëèäåð [Recipient.GetRelAdj]ñêîé âåðû;;x
INTERACTION_REQUIRES_MARRIED_TO_DAUGHTER;§Y[Recipient.GetTitledFirstName]§! is married to a daughter of [Actor.GetDynName];;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! æåíàò íà äî÷åðè, [Actor.GetFatherMother] êîòîðîé - [Actor.GetDynName];;x
INTERACTION_REQUIRES_MONEY;§Y[Actor.GetTitledFirstName]§! can pay §Y$COST$§!¤;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Actor.GetTitledFirstName]§! ìîæåò çàïëàòèòü §Y$COST$§W¤;;x
INTERACTION_REQUIRES_MONEY_RECIPIENT;§Y[Actor.RelHead.GetTitledFirstName]§! can afford to lose §Y$WEALTH$§!¤ wealth;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Actor.RelHead.GetTitledFirstName]§W ìîæåò ïîçâîëèòü ñåáå ïîòðàòèòü §Y$WEALTH$§!¤;;x
INTERACTION_REQUIRES_MORE_AUTHORITY;Religious Authority must be at least §Y$VALUE$§!;;;;;;;;;;;Ðåëèãèîçíûé àâòîðèòåò äîëæåí áûòü íå ìåíüøå ÷åì §Y$VALUE$§W;;x
INTERACTION_REQUIRES_MUST_BE_VASSAL;§Y[Recipient.GetTitledFirstName]§! must be your direct vassal;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! - Âàø ïðÿìîé âàññàë;;x
INTERACTION_REQUIRES_NO_ACTIVE_BETROTHAL;§Y[Recipient.GetTitledFirstName]§! cannot have an existing betrothal;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! ÍÅ ïîìîëâëåí[Recipient.GetEndA] óæå ñ êåì-òî;;x
INTERACTION_REQUIRES_NO_ACTIVE_FAVOR;$OWES_FAVOR|Y$ is not already influenced by a §YFavor§!;;;;;;;;;;;Óáåäèòåñü, ÷òî $OWES_FAVOR|Y$ ÍÅ äåéñòâóåò â ÷üèõ-òî èíòåðåñàõ, â äàííûé ìîìåíò âûïîëíÿÿ ñâîþ ÷àñòü ñäåëêè.;;x
INTERACTION_REQUIRES_NO_ACTOR_MERCENARY_TITLE;§Y[Actor.GetTitledFirstName]§! must not be a Mercenary;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Actor.GetTitledFirstName]§! ÍÅ ÿâëÿåòñÿ íà¸ìíè[Actor.GetTseyKom];;x
INTERACTION_REQUIRES_NO_ACTOR_TEMPORARY_TITLE;§Y[Actor.GetTitledFirstName]§! must not currently hold a Temporary title;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Actor.GetTitledFirstName]§! íå âëàäååò âðåìåííûì òèòóëîì;;x
INTERACTION_REQUIRES_NO_ADULT;Two adults cannot get betrothed;;;;;;;;;;;Ïîìîëâêà íåäîñòóïíà äëÿ ñîâåðøåííîëåòíèõ;;x
INTERACTION_REQUIRES_NO_FAVORS;§Y[Recipient.GetTitledFirstName]§! does not owe §Y[Actor.GetTitledFirstName]§! a favor;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! ÍÅ íàõîäèòñÿ â äîëãó ïåðåä ïåðñîíàæåì, èçâåñòíûì êàê §Y[Actor.GetTitledFirstName]§!;;x
INTERACTION_REQUIRES_NO_GUARDIAN;§Y[Recipient.GetTitledFirstName]§! does not have a guardian;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! íå èìååò íàñòàâíèêà;;x
INTERACTION_REQUIRES_NO_HOSTAGES;§Y[Recipient.GetTitledFirstName]§! holds none of your close relatives hostage$WHO$;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! ÍÅ äåðæèò íèêîãî èç Âàøèõ áëèçêèõ ðîäñòâåííèêîâ â çàëîæíèêàõ:$WHO$;;x
INTERACTION_REQUIRES_NO_LEGAL_HEIR;§Y[Actor.GetTitledFirstName]§! has no legal heir;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Actor.GetTitledFirstName]§! íå èìååò ëåãèòèìíîãî íàñëåäíèêà;;x
INTERACTION_REQUIRES_NO_LOOTING_HOSTILITY;We cannot declare war on §Y[Recipient.GetTitledFirstName]§! while we are raiding them;;;;;;;;;;;Ìû íå ìîæåì îáúÿâèòü âîéíó äåðæàâå §Y[Recipient.GetTitledFirstName]§!, ïîñêîëüêó ìû óæå ñîâåðøàåì íà íå¸ íàáåã;;x
INTERACTION_REQUIRES_NO_OTHER_MARRIAGE;§Y$CHAR$§! is unmarried;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y$CHAR$§W íå ñîñòîèò â áðàêå;;x
INTERACTION_REQUIRES_NO_OTHER_PROPOSALS;§Y[Recipient.GetTitledFirstName]§! is currently considering another offer from us;;;;;;;;;;;§Y[Recipient.GetTitledFirstName]§! óæå ðàññìàòðèâàåò äðóãîå ïðåäëîæåíèå îò íàñ;;x
INTERACTION_REQUIRES_NO_RAISED_UNITS;We cannot declare war if we have raised any army levies;;;;;;;;;;;Ìû íå ìîæåì îáúÿâèòü âîéíó, åñëè ñîáðàí õîòÿ áû îäèí îòðÿä îïîë÷åíèÿ;;x
INTERACTION_REQUIRES_NO_RECIPIENT_MERCENARY_TITLE;§Y[Recipient.GetTitledFirstName]§! must not be a Mercenary;;;;;;;;;;;Óáåäèòåñü, ÷òî §Y[Recipient.GetTitledFirstName]§! ÿâëÿåòñÿ íà¸ìíè[Actor.GetTseyKom];;x
