EVTTITLE23212;The Legend of [Root.GetFirstNameWithNick];;;;;;;;;;;Ëåãåíäà î [Root.GetFirstNameWithNick];;x
EVTDESCDHF23401;We have just received news from [From.PrimaryTitle.GetName]. A most revered congregation of diviners under the leadership of our [From.GetTitle] have analyzed the stars and many prodigious heavenly sightings happening all over the world in the past months, and have reached the conclusion that a period of bad luck and instability is upon us.\nThe signs are clear: comets have flashed through the sky, misaligning the stars into unfavorable patterns, there have been accounts of two-headed children being born and other such prodigious omens, all pointing at a terrible future.;;;;;;;;;;;Ìû òîëüêî ÷òî ïîëó÷èëè íîâîñòè îò [From.PrimaryTitle.GetName]. Íàèáîëåå ïî÷èòàåìàÿ ãðóïïà ïðîðèöàòåëåé ïîä ðóêîâîäñòâîì íàøå[From.GetYGo] [From.GetTitle] ïðîàíàëèçèðîâàëà çâ¸çäû è ìíîæåñòâî óäèâèòåëüíûõ íåáåñíûõ ÿâëåíèé, ïðîèçîøåäøèõ ïî âñåìó ìèðó çà ïîñëåäíèå ìåñÿöû, è ïðèøëà ê âûâîäó, ÷òî äëÿ íàñ íàñòóïàåò ïåðèîä íåóäà÷ è íåñòàáèëüíîñòè.\nÏðèçíàêè ÿñíû: êîìåòû âñïûõèâàþò â íåáå, ñêëàäûâàÿ çâ¸çäû â íåáëàãîïðèÿòíûå óçîðû, áûëè ñîîáùåíèÿ î ðîæäåíèè äâóãëàâûõ äåòåé è äðóãèå ïîäîáíûå óäèâèòåëüíûå ïðåäçíàìåíîâàíèÿ, êîòîðûå îäíîçíà÷íî óêàçûâàþò íà óæàñíîå áóäóùåå.;;x
EVTDESCDHF23402;I shudder in my sleep and let out a muffled scream, seeing the [Root.GetRegionalBigAnimal] staring at me from the other side of the room. Before I can even stand up or call for help, the creature leaps forward, pouncing on me.;;;;;;;;;;;ß âçäðàãèâàþ âî ñíå è èñïóñêàþ ïðèãëóø¸ííûé êðèê, óâèäåâ, êàê [Root.GetRegionalBigAnimal] ñìîòðèò íà ìåíÿ ñ äðóãîãî êîíöà êîìíàòû. Ïðåæäå ÷åì ÿ óñïåâàþ âñòàòü èëè ïîçâàòü íà ïîìîùü, ñóùåñòâî ïðûãàåò âïåð¸ä è íàáðàñûâàåòñÿ íà ìåíÿ.;;x
EVTDESCDHF23403;The most disturbing news is spreading through the realm. Our revered [From.GetTitledFirstName] has recently died, eaten by a dragon in [From.GetHerHis] own palace. \nPeople are clamoring that this is surely a sign of divine wrath towards [From.PrimaryTitle.GetName].;;;;;;;;;;;Ïî ñòðàíå ðàñïðîñòðàíÿþòñÿ âåñüìà òðåâîæíûå íîâîñòè. Íàø[From.GetEndA] óâàæàåì[From.GetAyaYy] [From.GetTitledFirstName] íåäàâíî óìåð[From.GetNoneE], ñúåäåíí[From.GetAyaYy] äðàêîíîì â ñâî¸ì ñîáñòâåííîì äâîðöå. \nËþäè êðè÷àò, ÷òî ýòî, íåñîìíåííî, ïðèçíàê áîæåñòâåííîãî ãíåâà ïî îòíîøåíèþ ê [From.PrimaryTitle.GetName].;;x
EVTDESCDHF23470;By carving our new Great Pillar, the fires of the [Root.Religion.GetName] faith have been stoked, bringing a bit of life to the spirits of our old and unyielding gods. The first offerings are already being presented at the feet of the new sacred monument of [From.GetName].;;;;;;;;;;;Áëàãîäàðÿ âûðåçàíèþ íàøåãî íîâîãî Âåëèêîãî Ñòîëïà ðàçãîðåëñÿ îãîíü âåðû [Root.Religion.GetName], âäîõíóâ íåìíîãî æèçíè â äóõîâ íàøèõ ñòàðûõ è íåïîêîëåáèìûõ áîãîâ. Ïåðâûå ïîäíîøåíèÿ óæå ïðèíîñÿòñÿ ó ïîäíîæèÿ íîâîãî ñâÿùåííîãî ïàìÿòíèêà [From.GetName].;;x
EVTDESCDHF23761;After countless nights spent awake in my study, reviewing reports and reordering the realm's archives and treasury, I have achieved a much greater understanding of the cogs that make this realm turn than I ever thought possible. With these new skills, I will surely be able to lead [Root.PrimaryTitle.GetName] into a new era of wealth and prosperity.;;;;;;;;;;;Ïîñëå áåñ÷èñëåííûõ íî÷åé, ïðîâåä¸ííûõ áåç ñíà â ìî¸ì êàáèíåòå, ïðîñìàòðèâàÿ îò÷¸òû è ïåðåñìàòðèâàÿ àðõèâû è ñîêðîâèùíèöó ñâîèõ âëàäåíèé, ÿ äîñòèãàþ ãîðàçäî áîëüøåãî ïîíèìàíèÿ ìåõàíèçìîâ óïðàâëåíèÿ ãîñóäàðñòâîì, ÷åì êîãäà-ëèáî ñ÷èòàë[Root.GetEndA] âîçìîæíûì. Ñ ýòèìè íîâûìè íàâûêàìè ÿ, íåñîìíåííî, ñìîãó ïðèâåñòè [Root.PrimaryTitle.GetName] ê íîâîé ýðå áîãàòñòâà è ïðîöâåòàíèÿ.;;x
EVTDESCDHF23762;I angrily crumple another paper and throw it away from me, looking sourly in the opposite direction. I have tried my best to improve my skills as a steward to rule more fairly  and competently over the good people of [Root.PrimaryTitle.GetName], yet all my efforts seem to result into nothing concrete. Whoever made our laws so needlessly complicated?;;;;;;;;;;;ß ñåðäèòî êîìêàþ åù¸ îäíó áóìàãó è îòáðàñûâàþ å¸ îò ñåáÿ, êèñëî ãëÿäÿ â ïðîòèâîïîëîæíóþ ñòîðîíó. ß èçî âñåõ ñèë ñòàðà[Root.GetLasLsya] óëó÷øèòü ñâîè íàâûêè óïðàâëÿþùåãî, ÷òîáû áîëåå ñïðàâåäëèâî è êîìïåòåíòíî ïðàâèòü õîðîøèìè ëþäüìè [Root.PrimaryTitle.GetName], íî âñå ìîè óñèëèÿ, ïîõîæå, íå ïðèâåëè íè ê ÷åìó êîíêðåòíîìó. Êòî æå ñäåëàë íàøè çàêîíû òàêèìè ÷ðåçìåðíî ñëîæíûìè?;;x
EVTDESCEHF23025;After making the proper calculations, I have determined that I was born under the sign of the Gemini, a constellation commonly associated with versatility and fickleness.;;;;;;;;;;;Ïðîâåäÿ íåîáõîäèìûå âû÷èñëåíèÿ, ìíå óäàëîñü îïðåäåëèòü, ÷òî ÿ áûë[Root.GetEndA] ðîæäåí[Root.GetEndA] ïîä çíàêîì Áëèçíåöîâ, ÷òî îáû÷íî àññîöèèðóþò ñ ãèáêîñòüþ è íåïîñòîÿíñòâîì.;;x
EVTDESCEHF23400;After having consulted with some of the world's most respected diviners and having analyzed sightings from several realms, I have come to the conclusion that the end times might be approaching. \nThe signs could not be clearer: long periods of sudden darkness have followed prodigious sightings of two-headed children and storms of fire. Rivers are drying up, crops are bleeding as clouds of blasphemous vermin encircle our lands, harbingers of our impending doom.\nBeing the [Root.GetTitle], it is my duty to inform all the notable [Root.Religion.GetName] rulers of this apocalyptic news, so that they may take all the necessary precautions to protect their subjects.;;;;;;;;;;;Ïîñîâåòîâàâøèñü ñ íåñêîëüêèìè èç ñàìûõ óâàæàåìûõ â ìèðå ïðîðèöàòåëåé è ïðîàíàëèçèðîâàâ îò÷¸òû î íàáëþäåíèÿõ èç íåêîòîðûõ âëàäåíèé, ÿ ïðèø[Root.GetLaYol] ê âûâîäó, ÷òî ìîæåò íàñòóïèòü êîíåö âðåì¸í. \nÏðèçíàêè íå ìîãóò áûòü ÿñíåå: äîëãèå ïåðèîäû âíåçàïíîé òåìíîòû ñëåäîâàëè çà ïîÿâëåíèåì ÷óäîâèùíûõ äâóõãîëîâûõ äåòåé è îãíåííûìè áóðÿìè. Ðåêè âûñûõàþò, ïîñåâû îáåñêðîâëåíû, à ìíîæåñòâî áîãîõóëüíûõ ïàðàçèòîâ îêðóæàþò íàøè çåìëè, áóäó÷è ïðåäâåñòíèêàìè íàøåé íàäâèãàþùåéñÿ ãèáåëè.\Êàê [Root.GetTitle], ÿ îáÿçàí[Root.GetEndA] ñîîáùèòü ýòè àïîêàëèïòè÷åñêèå íîâîñòè âñåì èçâåñòíûì ïðàâèòåëÿì, èñïîâåäóþùèì [Root.Religion.GetName], ÷òîáû îíè ìîãëè ïðèíÿòü âñå íåîáõîäèìûå ìåðû ïðåäîñòîðîæíîñòè äëÿ çàùèòû ñâîèõ ïîääàííûõ.;;x
EVTDESCEHF23401;We have just received news from [From.PrimaryTitle.GetName]. A most revered congregation of diviners under the leadership of our [From.GetTitle] have analyzed the stars and many prodigious heavenly sightings happening all over the world in the past months, and have reached the conclusion that a period of terrible misfortune is upon us.\nThe signs could not be clearer: long periods of sudden darkness have followed prodigious sightings of two-headed children and storms of fire. Rivers are drying up, crops are bleeding as clouds of blasphemous vermin encircle our lands, harbingers of our impending doom.;;;;;;;;;;;Ìû òîëüêî ÷òî ïîëó÷èëè íîâîñòè îò [From.PrimaryTitle.GetName]. Ñàìàÿ ïî÷èòàåìàÿ ãðóïïà ïðîðèöàòåëåé ïîä ðóêîâîäñòâîì íàøå[From.GetYGo] [From.GetTitle] èçó÷èëà çâ¸çäû è ìíîæåñòâî óäèâèòåëüíûõ íåáåñíûõ ÿâëåíèé, ïðîèçîøåäøèõ ïî âñåìó ìèðó çà ïîñëåäíèå ìåñÿöû, è ïðèøëà ê âûâîäó, ÷òî íàñ æä¸ò ïåðèîä óæàñíûõ íåñ÷àñòèé.\nÇíàêè íå ìîãóò áûòü áîëåå ÿñíûìè: äîëãèå ïåðèîäû âíåçàïíîé òåìíîòû ñëåäîâàëè çà ïîÿâëåíèåì ÷óäîâèùíûõ äâóõãîëîâûõ äåòåé è îãíåííûìè áóðÿìè. Ðåêè ïåðåñûõàþò, ïîñåâû îáåñêðîâëåíû, à ìíîæåñòâî áîãîõóëüíûõ ïàðàçèòîâ îêðóæàþò íàøè çåìëè, ïðåäâåùàÿ íàäâèãàþùóþñÿ ïîãèáåëü.;;x
EVTDESCEHF23402;How could I not realize that the walls' edge was so close? At the very least, my shame will be very short-lived.;;;;;;;;;;;Êàê ÿ íå ìîã[Root.GetNoneE] ïîíÿòü, ÷òî êðàé ñòåíû áûë òàê áëèçêî? Ïî êðàéíåé ìåðå, ìîé ïîçîð áóäåò î÷åíü íåäîëãèì.;;x
EVTDESCEHF23403;The most disturbing news is spreading through the realm. Our revered [From.GetTitledFirstName] has recently died after being caught by a strong wind that tossed [From.GetHerHim] into an abyss. \nPeople are clamoring that this is surely a sign of divine wrath towards [From.PrimaryTitle.GetName].;;;;;;;;;;;Î÷åíü òðåâîæíûå èçâåñòèÿ ðàñïðîñòðàíÿþòñÿ ïî ñòðàíå. Íàø[From.GetEndA] óâàæàåì[From.GetAyaYy] [From.GetTitledFirstName] íåäàâíî óìåð[From.GetNoneE], ïîñëå òîãî, êàê [From.GetHersHis] ïîäõâàòèë[From.GetEndA] ñèëüíûé âåòåð, êîòîðûé áðîñèë [From.GetHerHis] â ïðîïàñòü. \nËþäè êðè÷àò, ÷òî ýòî, íåñîìíåííî, ïðèçíàê áîæåñòâåííîãî ãíåâà ïî îòíîøåíèþ ê [From.PrimaryTitle.GetName].;;x
EVTDESCEHF23406;How could I not realize that the walls' edge was so close? At the very least, my shame will be very short-lived.;;;;;;;;;;;Êàê ÿ ìîã[From.GetNoneE] íå ïîíèìàòü, ÷òî êðàé ñòåíû áûë òàê áëèçêî? Ïî êðàéíåé ìåðå, ìîé ïîçîð áóäåò î÷åíü íåäîëãèì.;;x
EVTDESCEHF23470;By consecrating an Hiisi Grove, the fires of the [Root.Religion.GetName] faith have been stoked, bringing a bit of life to the spirits of our old and mysterious gods. The first offerings are already being presented at the feet of the new sacred monument of [From.GetName].;;;;;;;;;;;Îñâÿùåíèå ðîùè Õèéñè ðàçîæãëî îãîíü âåðû [Root.Religion.GetName], âäîõíóâ íåìíîãî æèçíè â äóõîâ íàøèõ äðåâíèõ è òàèíñòâåííûõ áîãîâ. Ïåðâûå ïîäíîøåíèÿ óæå ïðèíîñÿòñÿ ó ïîäíîæèÿ íîâîãî ñâÿùåííîãî ïàìÿòíèêà [From.GetName].;;x
EVTDESCEHF23761;I have spent the last few nights extending my network of contacts and spies, hiring a veteran of the craft to teach me a few new tricks, and trying some of my own. As unpleasant as it was to take part in these dark proceedings, by refining my understanding of the human mind to a new level I will certainly be able to maintain peace throughout [Root.PrimaryTitle.GetName].;;;;;;;;;;;Ïîñëåäíèå íåñêîëüêî íî÷åé ÿ ïðîâåë[Root.GetEndA], ðàñøèðÿÿ ñâîþ ñåòü êîíòàêòîâ è øïèîíîâ, íàíèìàÿ âåòåðàíà ýòîãî ðåìåñëà, ÷òîáû îí íàó÷èë ìåíÿ íåñêîëüêèì íîâûì òðþêàì, è ïðîáóÿ íåêîòîðûå èç ñâîèõ ñîáñòâåííûõ. Êàê áû íè áûëî íåïðèÿòíî ïðèíèìàòü ó÷àñòèå â ýòèõ ò¸ìíûõ äåëàõ, óñîâåðøåíñòâîâàâ ñâî¸ ïîíèìàíèå ÷åëîâå÷åñêîãî ðàçóìà äî íîâîãî óðîâíÿ, ÿ, íåñîìíåííî, ñìîãó ïîääåðæèâàòü ìèð âî âñåõ çåìëÿõ [Root.PrimaryTitle.GetName].;;x
EVTDESCEHF23762;I dismiss the spy with an annoyed tap of my hand, returning to the solitude of my study. For a while I really thought I was making some progress, strengthening my network of spies and increasing my influence over [Root.Capital.GetName], yet mine was nothing but a fool's hope. At least half of my spies are turncoats working for my enemies.;;;;;;;;;;;ß îòñòðàíÿþ øïèîíà ðàçäðàæ¸ííûì äâèæåíèåì ðóêè è âîçâðàùàþñü â óåäèíåíèå ñâîåãî êàáèíåòà. Êàêîå-òî âðåìÿ ÿ äåéñòâèòåëüíî äóìàë[Root.GetEndA], ÷òî äîáè[Root.GetLasLsya] íåêîòîðîãî ïðîãðåññà, óêðåïèâ ñâîþ ñåòü øïèîíîâ è óâåëè÷èâ âëèÿíèå íà [Root.Capital.GetName], íî ýòî áûëà ëèøü ãëóïàÿ íàäåæäà. Ïî êðàéíåé ìåðå ïîëîâèíà ìîèõ øïèîíîâ - ïðåäàòåëè, ðàáîòàþùèå íà ìîèõ âðàãîâ.;;x
EVTDESCFHF23025;After making the proper calculations, I have determined that I was born under the sign of the Leo, a constellation commonly associated with fervor and pride.;;;;;;;;;;;Ïðîâåäÿ íåîáõîäèìûå âû÷èñëåíèÿ, ìíå óäàëîñü îïðåäåëèòü, ÷òî ÿ áûë[Root.GetEndA] ðîæäåí[Root.GetEndA] ïîä çíàêîì Ëüâà, ÷òî îáû÷íî àññîöèèðóþò ñ ïûëêèì íðàâîì è ãîðäîñòüþ.;;x
EVTDESCFHF23470;By carving this Great Totem, the fires of the [Root.Religion.GetName] faith have been stoked, bringing upon our tribes the protection of many benevolent spirits. The first offerings are already being presented at the feet of the new sacred monument of [From.GetName].;;;;;;;;;;;Áëàãîäàðÿ âûðåçàíèþ ýòîãî Âåëèêîãî Òîòåìà îãîíü âåðû [Root.Religion.GetName] ðàçãîðåëñÿ, è íàøè ïëåìåíà ïîëó÷èëè çàùèòó ìíîãèõ áëàãîæåëàòåëüíûõ äóõîâ. Ïåðâûå ïîäíîøåíèÿ óæå ïðèíîñÿòñÿ ó ïîäíîæèÿ íîâîãî ñâÿùåííîãî ïàìÿòíèêà [From.GetName].;;x
EVTDESCFHF23761;I have lost track of how many books I have studied during the past few weeks. As of recently, I have been taken by a new craving for knowledge that I thought I had long satiated, and through it, I have acquired a much greater understanding of the world around us than I ever thought possible. These ancient wisdoms will surely help me in my responsibilities as [Root.GetTitle] of [Root.PrimaryTitle.GetName].;;;;;;;;;;;ß ïîòåðÿë[Root.GetEndA] ñ÷¸ò òîìó, ñêîëüêî êíèã ÿ èçó÷èë[Root.GetEndA] çà ïîñëåäíèå íåñêîëüêî íåäåëü. Ñ íåäàâíåãî âðåìåíè ìåíÿ îõâàòèëà íîâàÿ òÿãà ê çíàíèÿì, êîòîðóþ, êàê ìíå êàçàëîñü, ÿ äàâíî óòîëèë[Root.GetEndA], è áëàãîäàðÿ åé ÿ ïðèîáðåë[Root.GetEndA] ãîðàçäî áîëåå ãëóáîêîå ïîíèìàíèå îêðóæàþùåãî íàñ ìèðà, ÷åì êîãäà-ëèáî ñ÷èòàë[Root.GetEndA] âîçìîæíûì. Ýòè äðåâíèå ìóäðîñòè, íåñîìíåííî, ïîìîãóò ìíå â ìîèõ îáÿçàííîñòÿõ â êà÷åñòâå [Root.GetTitle] â [Root.PrimaryTitle.GetName].;;x
EVTDESCFHF23762;The sudden slam of my head against the open book brutally brings me back to my senses. I look around in the library, with a mix of confusion and embarrassment, hoping that nobody noticed me falling asleep over my work again. I have wasted entire nights trying to refine my scholarly skills, yet I feel no wiser than I was last month.;;;;;;;;;;;Âíåçàïíûé óäàð ãîëîâîé îá ðàñêðûòóþ êíèãó æåñòîêî ïðèâîäèò ìåíÿ â ÷óâñòâî. ß îãëÿäûâàþñü ïî ñòîðîíàì â áèáëèîòåêå ñî ñìåñüþ ðàñòåðÿííîñòè è ñìóùåíèÿ, íàäåÿñü, ÷òî íèêòî íå çàìåòèë, êàê ÿ ñíîâà çàñíóë[Root.GetEndA] íàä ñâîåé ðàáîòîé. ß ïîòðàòèë[Root.GetEndA] öåëûå íî÷è, ïûòàÿñü îòòî÷èòü ñâîè íàâûêè îáðàçîâàííîñòè, íî ÷óâñòâóþ ñåáÿ íè÷óòü íå ìóäðåå, ÷åì â ïðîøëîì ìåñÿöå.;;x
